URN,Local Authority name,Establisment name,Easting,Northing,Type of Establishment,Phase of education,NO2 g/m3 mean,Above limit,Parliamentary Constituences,Establishment Status,Close Date
101695,Bromley,Darul Uloom London,545057,170728,Other Independent School,Not applicable,28.8,No,Bromley and Chislehurst,Open,
130446,Hillingdon,Uxbridge College,506243,184562,Further Education,16 Plus,28.8,No,Uxbridge and South Ruislip,Open,
137925,Hillingdon,The Douay Martyrs Catholic School,507926,185611,Academy Converter,Secondary,28.8,No,"Ruislip, Northwood and Pinner",Open,
101475,Bexley,St Michael's East Wickham Church of England Voluntary Aided Primary School,547450,176622,Voluntary Aided School,Primary,28.7,No,Bexleyheath and Crayford,Open,
101772,Croydon,Orchard Way Primary School,536450,166733,Community School,Primary,28.7,No,Croydon Central,Open,
101293,Barnet,Monkfrith Primary School,528377,194732,Community School,Primary,28.7,No,Chipping Barnet,Open,
102181,Harrow,"Newton Farm Nursery, Infant and Junior School",512751,186853,Community School,Primary,28.7,No,Harrow West,Open,
136538,Bexley,"Trinity Church of England School, Belvedere",550151,178565,Academy Converter,Secondary,28.7,No,Erith and Thamesmead,Open,
102022,Enfield,De Bohun Primary School,528719,195540,Community School,Primary,28.7,No,"Enfield, Southgate",Open,
102005,Enfield,Suffolks Primary School,534629,197220,Community School,Primary,28.7,No,Enfield North,Open,
136028,Barking and Dagenham,Dagenham Park CofE School,549623,183932,Voluntary Controlled School,Secondary,28.7,No,Dagenham and Rainham,Open,
102368,Hillingdon,Bourne Primary School,511334,184924,Community School,Primary,28.7,No,Uxbridge and South Ruislip,Open,
142229,Bexley,Holy Trinity Lamorbey Church of England School,546258,173015,Academy Converter,Primary,28.7,No,Old Bexley and Sidcup,Open,
102025,Enfield,Eversley Primary School,530594,195529,Community School,Primary,28.7,No,"Enfield, Southgate",Open,
101756,Croydon,Beaumont Primary School,531004,160459,Community School,Primary,28.7,No,Croydon South,Open,
102308,Havering,Gidea Park Primary School,552099,189498,Community School,Primary,28.7,No,Romford,Open,
102907,Hounslow,St Richard's Church of England Primary School,512130,171100,Voluntary Aided School,Primary,28.6,No,Richmond Park,Open,
130357,Barking and Dagenham,Richard Alibon Primary School with ARP for Cognitive and Learning Difficulties : SEN Base,549230,185430,Community School,Primary,28.6,No,Barking,Open,
101247,Barking and Dagenham,All Saints Catholic School and Technology College,549215,187064,Voluntary Aided School,Secondary,28.6,No,Dagenham and Rainham,Open,
137380,Bexley,Northumberland Heath Primary School,549876,177175,Academy Converter,Primary,28.6,No,Erith and Thamesmead,Open,
102421,Hillingdon,St Swithun Wells Catholic Primary School,511551,186256,Voluntary Aided School,Primary,28.6,No,Uxbridge and South Ruislip,Open,
101487,Bexley,Marlborough School,546278,173491,Community Special School,Not applicable,28.6,No,Old Bexley and Sidcup,Open,
136586,Bromley,Langley Park School for Boys,537798,167371,Academy Converter,Secondary,28.6,No,Beckenham,Open,
131426,Havering,The Mawney School,550728,188893,Foundation School,Primary,28.6,No,Romford,Open,
142033,Bromley,Mead Road Infant School,544184,170942,Academy Sponsor Led,Primary,28.6,No,Bromley and Chislehurst,Open,
136658,Barnet,East Barnet School,527778,195482,Academy Converter,Secondary,28.6,No,Chipping Barnet,Open,
136466,Bromley,Bishop Justus CofE School,542300,166663,Academy Converter,Secondary,28.6,No,Beckenham,Open,
130424,Barking and Dagenham,Barking and Dagenham College,550830,186844,Further Education,16 Plus,28.6,No,Dagenham and Rainham,Open,
137820,Redbridge,Avanti Court Primary School,544748,189739,Voluntary Aided School,Primary,28.5,No,Ilford North,Closed,11/30/2015
101572,Croydon,St Nicholas School,531027,160538,Community Special School,Not applicable,28.5,No,Brent Central,Open,
100176,Bexley,St Thomas More Catholic Primary School,548695,176372,Voluntary Aided School,Primary,28.5,No,Eltham,Open,
101340,Barnet,Rosh Pinah Primary School,519803,193439,Voluntary Aided School,Primary,28.5,No,Hendon,Open,
133405,Redbridge,Oaks Park High School,545026,188695,Community School,Secondary,28.5,No,Ilford North,Open,
103036,Waltham Forest,Whitehall Primary School,539324,193740,Community School,Primary,28.5,No,Chingford and Woodford Green,Open,
137204,Harrow,Hatch End High School,513935,190977,Academy Converter,Secondary,28.5,No,"Ruislip, Northwood and Pinner",Open,
101216,Barking and Dagenham,The Leys Primary School,550461,184093,Community School,Primary,28.4,No,Dagenham and Rainham,Open,
100876,Southwark,Bethlem and Maudsley Hospital School,537211,166495,Community Special School,Not applicable,28.4,No,Beckenham,Open,
139306,Hillingdon,Cowley St Laurence CofE Primary School,505578,181898,Academy Converter,Primary,28.4,No,Uxbridge and South Ruislip,Open,
103019,Sutton,Seaton House School,526728,162409,Other Independent School,Not applicable,28.4,No,Sutton and Cheam,Open,
102052,Enfield,Bishop Stopford's School,534676,197189,Voluntary Aided School,Secondary,28.4,No,Enfield North,Open,
130899,Redbridge,Newbridge School,546945,188442,Community Special School,Not applicable,28.4,No,Ilford South,Open,
102194,Harrow,Pinner Park Junior School,513787,189949,Community School,Primary,28.4,No,Harrow West,Open,
102207,Harrow,Pinner Park Infant and Nursery School,513787,189949,Community School,Primary,28.4,No,Harrow West,Open,
140320,Bexley,Barnehurst Infant School,550289,176697,Academy Converter,Primary,28.4,No,Bexleyheath and Crayford,Open,
102029,Enfield,St Andrew's CofE Primary School,533105,197208,Voluntary Aided School,Primary,28.4,No,Enfield North,Open,
101601,Bromley,Southborough Primary School,543289,167542,Community School,Primary,28.4,No,Beckenham,Open,
135525,Croydon,Woodcote Primary School,529730,160568,Community School,Primary,28.4,No,Croydon South,Open,
101439,Bexley,Chatsworth Infant School,546420,173340,Community School,Primary,28.3,No,Old Bexley and Sidcup,Closed,8/31/2016
130428,Bexley,Bexley College,550345,178554,Further Education,16 Plus,28.3,No,Erith and Thamesmead,Closed,8/1/2016
100406,Barking and Dagenham,Grafton Primary School,548487,186607,Community School,Primary,28.3,No,Islington North,Open,
100516,Kingston upon Thames,St Philip's School,517844,163495,Community Special School,Not applicable,28.3,No,Kensington,Open,
101255,Barnet,Pavilion Study Centre,526783,194420,Pupil Referral Unit,Not applicable,28.3,No,Chipping Barnet,Open,
102407,Hillingdon,Highfield Primary School,507941,182886,Community School,Primary,28.3,No,Uxbridge and South Ruislip,Open,
138158,Hillingdon,Moorcroft School T/A the Eden Academy,506923,181405,Academy Special Converter,Not applicable,28.3,No,Uxbridge and South Ruislip,Open,
101482,Bexley,Merton Court School,546999,171526,Other Independent School,Not applicable,28.3,No,Old Bexley and Sidcup,Open,
136756,Sutton,Overton Grange School,525710,163007,Academy Converter,Secondary,28.3,No,Sutton and Cheam,Open,
137772,Croydon,Shirley High School Performing Arts College,535883,165190,Academy Converter,Secondary,28.3,No,Croydon Central,Open,
102465,Hillingdon,Hedgewood School,509342,182941,Community Special School,Not applicable,28.3,No,Hayes and Harlington,Open,
137069,Bromley,Pickhurst Infant School,539640,167158,Academy Converter,Primary,28.3,No,Beckenham,Open,
137070,Bromley,Pickhurst Junior School,539640,167158,Academy Converter,Primary,28.3,No,Beckenham,Open,
102319,Havering,Newtons Primary School,550692,183278,Community School,Primary,28.3,No,Dagenham and Rainham,Open,
101431,Bexley,Slade Green Primary School,552330,177087,Community School,Primary,28.3,No,Bexleyheath and Crayford,Open,
102593,Kingston upon Thames,St Mary's CofE (Aided) Primary School,518544,163632,Voluntary Aided School,Primary,28.3,No,Kingston and Surbiton,Open,
102048,Enfield,Enfield County School,532660,196786,Community School,Secondary,28.3,No,Enfield North,Open,
131682,Redbridge,Clore Tikva School,544180,190430,Voluntary Aided School,Primary,28.3,No,Ilford North,Open,
102805,Redbridge,Gilbert Colvin Primary School,543461,190547,Community School,Primary,28.3,No,Ilford North,Open,
102802,Redbridge,Fairlop Primary School,544192,191047,Community School,Primary,28.3,No,Ilford North,Open,
133443,Richmond upon Thames,Hampton Court House,515370,169020,Other Independent School,Not applicable,28.3,No,Twickenham,Open,
102028,Enfield,Forty Hill CofE Primary School,534178,198690,Voluntary Aided School,Primary,28.3,No,Enfield North,Open,
134887,Sutton,Focus School - Carshalton Campus,528534,161625,Other Independent School,Not applicable,28.3,No,Carshalton and Wallington,Open,
138378,Bromley,Clannad Education Centre,545865,166897,Other Independent Special School,Not applicable,28.3,No,Salisbury,Open,
136644,Bromley,Hayes School,540620,165814,Academy Converter,Secondary,28.3,No,Beckenham,Open,
102058,Enfield,St Ignatius College,534539,198919,Voluntary Aided School,Secondary,28.3,No,Enfield North,Open,
101460,Harrow,St John Fisher Catholic Primary School,513011,189029,Voluntary Aided School,Primary,28.2,No,Erith and Thamesmead,Open,
102860,Redbridge,Trinity Catholic High School,540024,192805,Voluntary Aided School,Secondary,28.2,No,Chingford and Woodford Green,Open,
102377,Hillingdon,Deanesfield Primary School,511664,185752,Community School,Primary,28.2,No,Uxbridge and South Ruislip,Open,
140657,Harrow,Aylward Primary School,517981,192291,Academy Sponsor Led,Primary,28.2,No,Harrow East,Open,
142040,Croydon,Edenham High School,536578,166771,Academy Sponsor Led,Secondary,28.2,No,Croydon Central,Open,
139905,Croydon,Harris Primary Academy Benson,536366,165280,Academy Sponsor Led,Primary,28.2,No,Croydon Central,Open,
136228,Bromley,TLC The Learning Centre,544470,167318,Other Independent Special School,Not applicable,28.2,No,Orpington,Open,
138691,Waltham Forest,Chingford Foundation School,538024,194236,Academy Converter,Secondary,28.2,No,Chingford and Woodford Green,Open,
136265,Bromley,Baston House School,540912,165589,Other Independent Special School,Not applicable,28.2,No,Beckenham,Open,
139393,Croydon,Applegarth Academy,537538,163605,Academy Sponsor Led,Primary,28.2,No,Croydon Central,Open,
139609,Hillingdon,Charville Primary School,509118,183116,Academy Converter,Primary,28.2,No,Hayes and Harlington,Open,
141606,Hillingdon,Pentland Field School,508280,186409,Free Schools Special,Not applicable,28.2,No,"Ruislip, Northwood and Pinner",Open,
130438,Enfield,Capel Manor College,534422,199697,Further Education,16 Plus,28.2,No,Enfield North,Open,
131924,Bromley,Nash College,539695,165532,Special Post 16 Institution,16 Plus,28.2,No,Beckenham,Open,
102047,Enfield,Southgate School,528736,195890,Community School,Secondary,28.1,No,"Enfield, Southgate",Closed,3/31/2016
101635,Bromley,Edgebury Primary School,544161,171654,Community School,Primary,28.1,No,Bromley and Chislehurst,Open,
102215,Harrow,Weald Rise Primary School,515645,191154,Community School,Primary,28.1,No,Harrow East,Open,
140045,Croydon,Wolsey Junior Academy,538423,162936,Academy Sponsor Led,Primary,28.1,No,Croydon Central,Open,
102213,Harrow,Roxbourne Primary School,512138,186828,Community School,Primary,28.1,No,Harrow West,Open,
101298,Barnet,Woodridge Primary School,525135,193224,Community School,Primary,28.1,No,Chipping Barnet,Open,
101370,Barnet,Lyonsdown School,526012,195759,Other Independent School,Not applicable,28.1,No,Chipping Barnet,Open,
102393,Hillingdon,Newnham Junior School,511440,187433,Community School,Primary,28.1,No,Uxbridge and South Ruislip,Open,
102394,Hillingdon,Newnham Infant and Nursery School,511440,187433,Community School,Primary,28.1,No,Uxbridge and South Ruislip,Open,
101692,Bromley,Bromley High School,543210,168259,Other Independent School,Not applicable,28.1,No,Bromley and Chislehurst,Open,
102358,Havering,Raphael Independent School,552065,188037,Other Independent School,Not applicable,28.1,No,Romford,Open,
140448,Bromley,Perry Hall Primary School,545845,167071,Academy Converter,Primary,28.1,No,Orpington,Open,
137145,Havering,St Edward's Church of England School & Sixth Form College,549396,188164,Academy Converter,Secondary,28.1,No,Romford,Open,
102343,Havering,The Royal Liberty School,553212,189729,Foundation School,Secondary,28,No,Romford,Closed,1/31/2017
100064,Hillingdon,The Hall School,508556,191591,Other Independent School,Not applicable,28,No,Hampstead and Kilburn,Open,
135010,Sutton,Sutton Tuition and Reintegration Service,527838,162674,Pupil Referral Unit,Not applicable,28,No,Carshalton and Wallington,Open,
139212,Bexley,Christ Church (Erith) CofE Primary School,550983,177699,Academy Sponsor Led,Primary,28,No,Erith and Thamesmead,Open,
140243,Bexley,Hurst Primary School,547956,173514,Academy Converter,Primary,28,No,Old Bexley and Sidcup,Open,
130434,Croydon,John Ruskin College,536384,163149,Further Education,16 Plus,28,No,Croydon Central,Open,
103009,Sutton,The John Fisher School,530067,162365,Voluntary Aided School,Secondary,28,No,Carshalton and Wallington,Open,
102375,Hillingdon,Coteford Infant School,510186,188456,Community School,Primary,28,No,"Ruislip, Northwood and Pinner",Open,
102388,Hillingdon,Lady Bankes Junior School,510453,186919,Community School,Primary,28,No,Uxbridge and South Ruislip,Open,
102389,Hillingdon,Lady Bankes Infant School,510453,186919,Community School,Primary,28,No,Uxbridge and South Ruislip,Open,
140517,Croydon,Atwood Primary Academy,534231,160564,Academy Converter,Primary,28,No,Croydon South,Open,
136267,Redbridge,Chadwell Heath Academy,546883,188007,Academy Converter,Secondary,27.9,No,Ilford South,Open,
102845,Redbridge,St Bede's Catholic Primary School,547407,188602,Voluntary Aided School,Primary,27.9,No,Ilford South,Open,
102049,Enfield,Chace Community School,533134,197520,Community School,Secondary,27.9,No,Enfield North,Open,
102017,Enfield,Eastfield Primary School,535711,198153,Community School,Primary,27.9,No,Enfield North,Open,
101703,Croydon,Coulsdon Nursery School,528877,159432,LA Nursery School,Nursery,27.9,No,Croydon South,Open,
101794,Croydon,Good Shepherd Catholic Primary School,537845,163368,Voluntary Aided School,Primary,27.8,No,Croydon Central,Closed,1/31/2016
140704,Croydon,Chipstead Valley Primary School,528288,159114,Academy Converter,Primary,27.8,No,Croydon South,Open,
102257,Harrow,North London Collegiate School,518160,191976,Other Independent School,Not applicable,27.8,No,Harrow East,Open,
137386,Barnet,Mill Hill County High School,521380,193756,Academy Converter,Secondary,27.8,No,Hendon,Open,
102016,Enfield,Grange Park Primary School,530977,195990,Community School,Primary,27.8,No,Enfield North,Open,
131844,Barking and Dagenham,Hunters Hall Primary School,549595,185391,Community School,Primary,27.8,No,Barking,Open,
137006,Bromley,Langley Park School for Girls,538021,167339,Academy Converter,Secondary,27.8,No,Beckenham,Open,
102449,Hillingdon,Abbotsfield School,507810,183194,Foundation School,Secondary,27.8,No,Uxbridge and South Ruislip,Open,
102801,Redbridge,Farnham Green Primary School,546200,188029,Community School,Primary,27.8,No,Ilford South,Open,
136330,Bexley,Erith Secondary School,550537,177255,Academy Converter,Secondary,27.8,No,Erith and Thamesmead,Open,
102284,Havering,Whybridge Junior School,552020,183864,Community School,Primary,27.8,No,Dagenham and Rainham,Open,
